company|version|date|rating|count
airbnb|"1.3.0"|2012-04-03|4|1
airbnb|"1.3.0"|2012-04-04|2|1
airbnb|"1.3.0"|2012-04-04|5|1
airbnb|"1.3.0"|2012-04-05|5|1
airbnb|"1.3.0"|2012-04-06|2|2
airbnb|"1.3.0"|2012-04-06|5|1
airbnb|"1.3.0"|2012-04-07|5|1
airbnb|"1.3.0"|2012-04-08|2|1
airbnb|"1.3.0"|2012-04-08|5|1
airbnb|"1.3.0"|2012-04-09|1|1
airbnb|"1.3.0"|2012-04-09|4|1
airbnb|"1.3.0"|2012-04-09|5|2
airbnb|"1.3.0"|2012-04-10|1|2
airbnb|"1.3.0"|2012-04-10|5|1
airbnb|"1.3.0"|2012-04-11|1|1
airbnb|"1.3.0"|2012-04-11|4|1
airbnb|"1.3.0"|2012-04-12|1|1
airbnb|"1.3.0"|2012-04-13|1|1
airbnb|"1.3.0"|2012-04-13|2|1
airbnb|"1.3.0"|2012-04-14|1|2
airbnb|"1.3.0"|2012-04-14|2|1
airbnb|"1.3.0"|2012-04-14|5|1
airbnb|"1.3.0"|2012-04-15|4|1
airbnb|"1.3.0"|2012-04-16|1|1
airbnb|"1.3.0"|2012-04-16|3|2
airbnb|"1.3.0"|2012-04-16|4|1
airbnb|"1.3.0"|2012-04-16|5|1
airbnb|"1.3.0"|2012-04-17|3|1
airbnb|"1.3.0"|2012-04-18|2|2
airbnb|"1.3.0"|2012-04-18|3|1
airbnb|"1.3.0"|2012-04-18|5|2
airbnb|"1.3.0"|2012-04-19|1|2
airbnb|"1.3.0"|2012-04-19|2|2
airbnb|"1.3.0"|2012-04-19|5|1
airbnb|"1.3.0"|2012-04-20|5|1
airbnb|"1.3.0"|2012-04-21|2|1
airbnb|"1.3.0"|2012-04-21|3|2
airbnb|"1.3.0"|2012-04-22|5|1
airbnb|"1.3.0"|2012-04-23|1|1
airbnb|"1.3.0"|2012-04-23|2|1
airbnb|"1.3.0"|2012-04-23|5|1
airbnb|"1.3.0"|2012-04-24|5|2
airbnb|"1.3.0"|2012-04-25|2|1
airbnb|"1.3.0"|2012-04-25|4|1
airbnb|"1.3.0"|2012-04-25|5|3
airbnb|"1.3.0"|2012-04-26|3|1
airbnb|"1.3.0"|2012-04-26|4|1
airbnb|"1.3.0"|2012-04-26|5|1
airbnb|"1.3.0"|2012-04-27|5|2
airbnb|"1.3.0"|2012-04-28|1|1
airbnb|"1.3.0"|2012-04-29|1|1
airbnb|"1.3.0"|2012-04-29|5|1
airbnb|"1.3.0"|2012-04-30|1|1
airbnb|"1.3.0"|2012-04-30|5|1
airbnb|"1.3.0"|2012-05-01|4|1
airbnb|"1.3.0"|2012-05-01|5|3
airbnb|"1.3.0"|2012-05-02|1|1
airbnb|"1.3.0"|2012-05-03|1|2
airbnb|"1.3.0"|2012-05-04|4|1
airbnb|"1.3.0"|2012-05-04|5|2
airbnb|"1.3.0"|2012-05-05|2|1
airbnb|"1.3.0"|2012-05-06|2|1
airbnb|"1.3.0"|2012-05-06|5|1
airbnb|"1.3.0"|2012-05-07|1|1
airbnb|"1.3.0"|2012-05-07|5|1
airbnb|"1.3.0"|2012-05-08|5|1
airbnb|"1.3.0"|2012-05-09|3|1
airbnb|"1.3.0"|2012-05-09|5|1
airbnb|"1.3.0"|2012-05-10|3|1
airbnb|"1.3.0"|2012-05-12|1|1
airbnb|"1.3.0"|2012-05-12|4|4
airbnb|"1.3.0"|2012-05-13|4|1
airbnb|"1.3.0"|2012-05-14|4|1
airbnb|"1.3.0"|2012-05-14|5|3
airbnb|"1.2.3"|2012-05-15|4|1
airbnb|"1.3.0"|2012-05-15|4|1
airbnb|"1.3.0"|2012-05-16|3|1
airbnb|"1.3.0"|2012-05-17|1|1
airbnb|"1.3.0"|2012-05-17|2|1
airbnb|"1.3.0"|2012-05-17|3|1
airbnb|"1.3.0"|2012-05-18|4|1
airbnb|"1.3.0"|2012-05-18|5|1
airbnb|"1.3.0"|2012-05-19|4|1
airbnb|"1.3.0"|2012-05-19|5|1
airbnb|"1.3.0"|2012-05-21|1|1
airbnb|"1.3.0"|2012-05-21|3|1
airbnb|"1.3.0"|2012-05-21|5|1
airbnb|"1.3.0"|2012-05-22|3|1
airbnb|"1.3.0"|2012-05-22|5|1
airbnb|"1.3.0"|2012-05-23|3|1
airbnb|"1.3.0"|2012-05-23|4|2
airbnb|"1.3.0"|2012-05-23|5|2
airbnb|"1.3.0"|2012-05-24|2|1
airbnb|"1.3.0"|2012-05-24|4|2
airbnb|"1.3.0"|2012-05-25|3|1
airbnb|"1.4.0"|2012-05-25|4|1
airbnb|"1.4.0"|2012-05-25|5|1
